occupation,id,gender,fame,birthyear
performer,18559,male,star,1989
creator,17925,male,star,1980
performer,11294,female,superstar,1977
sports,24670,male,star,1980
sports,23958,male,star,1979
sports,24216,male,star,1982
performer,42211,male,star,1967
sports,11967,female,superstar,1973
performer,20671,male,star,1968
sports,42685,male,star,1988
politics,22462,male,star,1957
sports,9190,male,star,1960
performer,34686,female,star,1984
performer,24646,male,star,1972
sports,45270,male,star,1985
sports,34245,male,superstar,1993
performer,20090,male,star,1986
sports,38725,male,star,2000
sports,39487,male,star,1990
creator,34446,nonbinary,rising,1942
performer,29729,male,star,1981
creator,23613,male,superstar,1959
performer,26234,male,superstar,1968
creator,5235,female,star,1959
performer,34242,female,superstar,1975
sports,43467,male,rising,1983
creator,46184,female,star,1961
performer,1438,female,star,1966
performer,19732,female,star,1968
sports,8629,male,star,1986
sports,42933,male,star,1991
performer,57,male,star,1972
sports,29813,male,rising,1995
performer,26609,male,superstar,1978
creator,30557,female,star,1961
creator,548,female,superstar,1973
sports,14245,female,rising,1991
sports,43862,male,star,1995
sports,12296,female,star,1987
performer,9604,male,star,1947
politics,46765,male,star,1958
performer,41006,male,star,1972
performer,32803,female,star,1985
sports,16373,male,superstar,1985
performer,13538,female,superstar,1996
performer,5397,male,star,1970
sports,12281,male,star,1996
sports,7128,male,star,1987
performer,26921,male,superstar,1989
creator,13872,female,star,1955
sports,1182,male,star,1993
sports,37880,male,star,1988
sports,46440,male,star,1989
sports,32694,female,star,1976
creator,38133,female,star,1950
sports,22399,male,star,1992
performer,42193,male,star,1970
performer,42496,female,superstar,1992
performer,19629,female,superstar,1992
sports,21254,male,star,1974
performer,2384,female,star,1976
sports,38934,male,star,1995
sports,6149,female,superstar,1977
performer,17371,female,superstar,1984
sports,32386,male,star,1989
sports,38258,male,star,1996
performer,43328,male,star,1950
performer,45568,male,star,1949
sports,31227,male,star,1991
performer,23083,male,star,1950
sports,26229,male,star,1987
sports,40356,male,star,1995
sports,151,male,star,1983
sports,11551,male,rising,1986
performer,16852,female,star,1974
sports,11298,male,star,1994
science,18501,male,superstar,1964
sports,20423,female,star,1988
creator,42910,male,superstar,1945
creator,41523,male,superstar,1956
performer,37903,female,star,1986
politics,47002,nonbinary,superstar,1977
performer,43166,male,star,1977
politics,40593,male,star,1960
performer,27281,male,star,1970
sports,3459,male,star,1974
sports,15640,male,star,1994
creator,29824,male,superstar,1982
manager,30628,male,star,1961
performer,33383,female,star,1987
performer,30627,male,superstar,1956
science,19372,male,superstar,1980
performer,13056,male,star,1980
sports,4610,male,star,1949
performer,30013,female,star,1955
performer,33096,male,superstar,1993
performer,35405,male,superstar,1976
performer,3999,male,superstar,1969
sports,32306,male,rising,1990
sports,10118,male,star,1987
sports,20254,male,rising,1996
performer,17592,female,star,1997
politics,14018,male,star,1956
politics,33743,female,star,1968
performer,37933,female,star,1969
sports,26806,female,star,1986
creator,42038,male,superstar,1966
performer,35339,female,star,1944
manager,46489,male,star,1975
sports,41636,male,star,1954
sports,19565,male,star,1982
performer,46594,male,star,1978
politics,38502,male,superstar,1968
politics,7532,male,superstar,1975
performer,42841,male,star,1985
performer,34489,male,superstar,1979
performer,12626,female,superstar,1967
sports,45113,female,rising,1985
sports,39,male,superstar,1987
performer,6701,male,star,1980
performer,5838,female,superstar,1978
sports,22782,male,star,1974
performer,36069,female,superstar,1986
politics,10039,male,star,1961
sports,41837,male,star,1977
sports,14253,male,superstar,1994
creator,17741,male,star,1979
sports,6868,male,star,1991
sports,37515,male,star,1994
sports,5973,female,star,1990
performer,8995,female,rising,1996
politics,3120,male,star,1969
performer,14317,female,star,2001
sports,13618,male,star,1985
creator,25306,male,star,2000
performer,4015,male,superstar,1979
sports,23551,male,star,1982
sports,34278,male,superstar,1992
sports,39311,male,star,1986
performer,16712,female,star,1987
creator,33000,male,star,1971
performer,6996,male,star,1979
sports,19200,female,rising,1993
creator,44375,male,superstar,1985
performer,6225,female,star,1981
professional,18452,male,superstar,1964
creator,8089,female,star,1970
creator,33711,male,star,1982
sports,36525,male,star,1989
sports,46642,male,star,1989
sports,23537,male,rising,1966
performer,45088,female,star,1974
creator,4470,female,superstar,1965
performer,12874,male,superstar,1990
performer,14829,male,superstar,1979
performer,2290,female,superstar,1985
creator,8550,male,star,1974
creator,26095,female,star,1974
performer,5756,nonbinary,superstar,1985
sports,27867,female,star,1996
creator,16283,male,star,1963
manager,30770,male,star,1957
sports,8750,male,star,1996
politics,25533,male,star,1948
sports,26465,male,superstar,1992
sports,33012,male,superstar,1971
creator,10844,female,star,1967
performer,48098,male,star,1981
sports,44275,female,star,1991
sports,9878,male,star,1985
performer,38390,female,superstar,1988
sports,5061,male,star,1977
creator,41000,female,superstar,1972
politics,12440,male,star,1950
politics,17241,male,superstar,1987
science,14501,male,star,1974
sports,14062,male,rising,1989
performer,23957,male,star,1971
creator,42086,male,star,1983
performer,347,female,star,1983
creator,38379,male,star,1978
performer,16907,female,star,1990
performer,34843,female,star,1985
sports,13118,male,star,1976
science,273,male,star,1975
politics,28713,male,star,1964
creator,27824,male,star,1985
sports,23165,male,star,1990
sports,25056,male,star,1992
performer,1028,male,star,1952
creator,16442,female,star,1988
sports,20127,male,star,1995
sports,16035,male,star,1961
sports,44791,male,superstar,1988
performer,40426,male,star,1972
performer,21347,male,star,1962
sports,38174,male,star,1967
performer,16135,male,star,1973
politics,15348,male,star,1967
sports,47531,male,star,1993
sports,32974,male,star,1981
creator,30602,female,star,1947
performer,34158,female,star,1970
sports,12597,male,star,1990
sports,17295,male,superstar,1987
sports,33684,male,star,1991
politics,38692,female,star,1962
creator,47574,male,star,1942
manager,46271,male,star,1953
performer,6770,male,star,1985
sports,26028,male,star,1997
creator,36517,male,star,1980
performer,22707,female,superstar,1971
performer,7439,male,star,1980
performer,47337,female,star,1986
creator,34339,male,rising,1945
sports,3349,male,star,1994
sports,20780,male,star,1973
performer,41610,female,star,1987
professional,19065,female,star,1950
science,20370,male,star,1977
creator,38491,female,superstar,1976
creator,40502,female,star,1964
sports,6864,male,superstar,1987
creator,5259,male,rising,1962
politics,21864,female,star,1960
politics,26533,female,star,1975
creator,18321,male,star,1958
creator,26599,female,star,1978
sports,29847,male,star,1987
sports,27348,male,star,1975
manager,41947,female,superstar,1970
politics,28486,female,star,1949
sports,35260,male,star,1986
politics,1066,male,star,1962
creator,36888,male,star,1973
sports,22542,male,star,1979
performer,45750,female,superstar,1982
creator,12933,female,star,1973
performer,3054,male,superstar,1983
sports,41691,male,star,1994
sports,38758,male,star,1997
sports,26505,male,star,1990
performer,27230,female,star,1981
performer,917,male,superstar,1988
sports,30105,male,superstar,1981
sports,32449,male,star,1993
performer,25574,female,star,1980
creator,29849,male,superstar,1963
performer,30747,female,star,1984
creator,28072,female,superstar,1975
performer,3783,male,star,1954
performer,16315,female,star,1977
performer,40159,male,superstar,1980
performer,22070,male,star,1951
sports,19323,male,star,1992
professional,48082,male,superstar,1954
manager,41411,male,star,1949
sports,29696,male,star,1989
sports,19010,male,rising,1989
creator,6828,male,star,1962
sports,30317,male,star,1990
sports,33821,male,star,1992
politics,7479,male,star,1967
sports,28127,male,star,1986
performer,19513,male,star,1988
sports,9440,male,superstar,1994
sports,33546,male,star,1989
creator,22885,female,star,1961
sports,5383,female,star,1992
manager,30478,male,superstar,1947
sports,26321,male,star,1983
performer,3286,female,superstar,1988
sports,36910,male,star,1987
science,17017,male,star,1970
sports,35121,male,star,1960
creator,38221,female,star,1983
creator,5200,female,star,1979
creator,6510,female,star,1979
politics,31355,male,star,1973
creator,35530,female,star,1956
creator,24495,male,star,1982
sports,9061,male,star,1962
sports,45284,male,star,1979
performer,10479,male,star,1975
sports,11651,male,star,1990
performer,16028,male,superstar,1986
performer,16684,female,star,1979
performer,34649,male,star,1981
sports,37560,male,star,1995
performer,35824,nonbinary,rising,1962
performer,17239,male,star,1995
sports,13234,male,rising,1991
sports,23027,female,star,1993
politics,33105,male,star,1956
creator,12525,male,star,1943
performer,24328,male,superstar,1973
creator,36068,male,superstar,1960
sports,35097,male,star,1972
performer,41598,female,superstar,1992
performer,28725,male,star,1968
performer,17555,male,star,1967
performer,15944,female,star,1974
performer,27192,female,star,1977
sports,23042,male,superstar,1988
performer,12292,male,star,1983
creator,8942,female,superstar,1964
performer,5372,female,rising,1941
performer,35044,female,superstar,1978
sports,39985,female,star,1991
performer,16061,female,superstar,1960
sports,39313,male,star,1992
sports,46161,male,star,1991
performer,2585,female,star,1971
creator,7470,female,superstar,1977
sports,28965,male,star,1997
sports,29726,male,star,1969
creator,40421,female,star,1981
performer,43076,male,star,1987
sports,27813,female,superstar,1969
politics,15581,male,star,1972
creator,43287,male,star,1966
sports,47850,male,star,1988
sports,42340,male,star,1991
performer,3175,male,superstar,1991
performer,24653,male,star,2000
